 Secretaría; Código Departamento; Departamento; Código Municipio; Municipio; Código; Nombre;  Dirección; Teléfono; Nombre Rector; Tipo Establecimiento; Etnias; Sector; Genero; Zona; Niveles; Jornadas; Caracter; Especialidad; Licencia; Grados; Modelos Educativos;  Capacidades Excepcionales; Discapacidades; Idiomas; Número de Sedes; Estado; Prestador de servicio; Propiedad de la planta fisíca; Resguardo; Matricula contratada; Calendario; Internado; Estrato socio-economico; Correo Electrónico
FUSAGASUGA;25;CUNDINAMARCA;25290;FUSAGASUGÁ;125290001835;INSTITUCION EDUCATIVA MUNICIPAL MANUEL HUMBERTO CARDENAS VELEZ;CLL 1 NORTE # 14 B20;8726055;HECTOR ALIRIO GUTIERREZ CESPEDES;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA,RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,TARDE";TÉCNICO;"OTRO";SIN REVISAR;"-1,0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,26,99";"ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,GRUPOS JUVENILES CREATIVOS";"";"DISCAPACIDAD INTELECTUAL,DISCAPACIDAD FÍSICA,DISCAPACIDAD MÚLTIPLE,DISCAPACIDAD PSICOSOCIAL (MENTAL),TRASTORNO DEL ESPECTRO AUTISTA";"";4;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";rectoriamhcv@hotmail.com
GIRARDOT;25;CUNDINAMARCA;25307;GIRARDOT;125307000072;INSTITUCIÓN EDUCATIVA TECNICA ATANASIO GIRARDOT;IND KILOMETRO 2 VIA  A TOCAIMA;8359831;PIEDAD DIMAS SANCHEZ;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,TARDE,FIN DE SEMANA";TÉCNICO/ACADEMICO;"OTRO,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26,99";"CAMINAR EN SECUNDARIA II,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,CAMINAR EN SECUNDARIA I,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE";"";"DISCAPACIDAD INTELECTUAL,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,DISCAPACIDAD FÍSICA,DISCAPACIDAD MÚLTIPLE,DISCAPACIDAD VISUAL CEGUERA,TRASTORNO DEL ESPECTRO AUTISTA";"";5;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";ietagirardot@gmail.com
SOACHA;25;CUNDINAMARCA;25754;SOACHA;125754000250;INSTITUCION EDUCATIVA SANTA ANA;IND KR 17  11 A 44 SUR;6019053538;JOHANA PAOLA HERNANDEZ HERNANDEZ;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,TARDE,FIN DE SEMANA";ACADÉMICO;"NO APLICA,ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CAFAM";"";"TRANSTORNO PERMANENTE DE VOZ Y HABLA,DISCAPACIDAD INTELECTUAL,SISTEMICA,DISCAPACIDAD FÍSICA,DISCAPACIDAD MÚLTIPLE,DISCAPACIDAD PSICOSOCIAL (MENTAL),TRASTORNO DEL ESPECTRO AUTISTA";"";3;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"NINGUNO";"ESTRATO 1";santaana@alcaldiasoacha.gov.co
SOACHA;25;CUNDINAMARCA;25754;SOACHA;125754000331;INSTITUCION EDUCATIVA GENERAL SANTANDER;KR 9 14 04 ;7328821-5760032;VONNY KATHERINE FLOREZ MESA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,TARDE,FIN DE SEMANA";ACADÉMICO;"NO APLICA,ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,CAFAM,SER";"";"TRANSTORNO PERMANENTE DE VOZ Y HABLA,DISCAPACIDAD INTELECTUAL,SISTEMICA,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,DISCAPACIDAD AUDITIVA USUARIO DEL CASTELLANO,DISCAPACIDAD FÍSICA,DISCAPACIDAD PSICOSOCIAL (MENTAL)";"";4;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"NINGUNO";"ESTRATO 3,ESTRATO 2,ESTRATO 1";generalsantander@alcaldiasoacha.gov.co
SOACHA;25;CUNDINAMARCA;25754;SOACHA;225754000661;INSTITUCION EDUCATIVA EUGENIO DIAZ CASTRO;VEREDA EL CHARQUITO;3125461709;HECTOR JOSEPH SANCHEZ MOLINA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,FIN DE SEMANA";TÉCNICO/ACADEMICO;"NO APLICA,AGROPECUARIO,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-1,0,1,2,3,4,5,6,7,8,9,10,11,20,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL";"";"DISCAPACIDAD INTELECTUAL,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,DISCAPACIDAD MÚLTIPLE";"";10;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"NINGUNO";"ESTRATO 1";eugeniodiazcastro@alcaldiasoacha.gov.co
CHÍA;25;CUNDINAMARCA;25175;CHÍA;225175000994;CENTRO EDUCATIVO RURAL MERCEDES DE CALAHORRA;CALLE 30 N¿ 1A - 60;8617115;HECTOR GERARDO CASTRO AREVALO;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";COLEGIOCALAHORRA@HOTMAIL.COM
FACATATIVÁ;25;CUNDINAMARCA;25269;FACATATIVÁ;325269000283;INSTITUCION EDUCATIVA MUNICIPAL TÉCNICA COMERCIAL SANTA RITA;KR 10 9 50 ;3203954489;MARTIN RENE SIABATO LOZANO;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,TARDE";TÉCNICO/ACADEMICO;"COMERCIAL,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-1,0,1,2,3,4,5,6,7,8,9,10,11";"EDUCACIÓN TRADICIONAL";"";"";"";2;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";santarita@sedfacatativa.gov.co iedsantarita@yahoo.com
MOSQUERA;25;CUNDINAMARCA;25473;MOSQUERA;125473001036;INSTITUCION EDUCATIVA COLEGIO COMPARTIR DE MOSQUERA;KR 3 E 10 77 ;8299030;MIGUEL ALVARO RODRIGUEZ VILLALBA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"COMPLETA,ÚNICA";ACADÉMICO;"ACADÉMICA";SIN REVISAR;"0,1,2,3,4,5,6,7,8,9,10,11";"EDUCACIÓN TRADICIONAL";"";"";"";1;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;SI;A;"NINGUNO";"";secretaria@iecompartir.edu.co
MOSQUERA;25;CUNDINAMARCA;25473;MOSQUERA;125473000650;INSTITUCION EDUCATIVA ROBERTO VELANDIA;CL. 10 # 15-10;8298961;LUZ MERY ORGANISTA GONZALEZ;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,TARDE,FIN DE SEMANA";TÉCNICO/ACADEMICO;"COMERCIAL,ACADÉMICA";SIN REVISAR;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"CAMINAR EN SECUNDARIA II,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,CAMINAR EN SECUNDARIA I,EDUCACIÓN TRADICIONAL";"";"";"";2;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedrobertovelandia@gmail.com
MOSQUERA;25;CUNDINAMARCA;25473;MOSQUERA;125473000579;INSTITUCION EDUCATIVA MAYOR DE MOSQUERA;KR 16 5 A 12 ;3125044269;BEATRIZ INES RODRIGUEZ CHAVES;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,TARDE,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";SIN REVISAR;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL";"";"";"";4;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedmayordemosquera@hotmail.com
FUNZA;25;CUNDINAMARCA;25286;FUNZA;125286000697;INSTITUCIÓN EDUCATIVA DEPARTAMENTAL MIGUEL ANTONIO CARO;CL 9 C 19 20 ;8237497 - 3192192997;VICKY RODRIGUEZ ROBAYO.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";SIN REVISAR;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26,99";"CAMINAR EN SECUNDARIA,CAMINAR EN SECUNDARIA II,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,ESCUELA NUEVA,CAMINAR EN SECUNDARIA I,EDUCACIÓN TRADICIONAL,GRUPOS JUVENILES CREATIVOS,ACELERACIÓN DEL APRENDIZAJE";"";"";"";7;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";vickyrodriguezrobayo@gmail.com
CUNDINAMARCA;25;CUNDINAMARCA;25438;MEDINA;225438000749;COLEGIO BASICO RURAL LOS ALPES;INSPECCION LOS ALPES;3156482456;NO REGISTRA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";colbasalpes_medina@cundinamarca.gov.co juanpro2002@yahoo.com
CUNDINAMARCA;25;CUNDINAMARCA;25151;CAQUEZA;225151000152;INSTITUCION EDUCATIVA  DEPARTAMENTAL RURAL RINCON GRANDE;VEREDA PALO GRANDE;3115734529;OSCAR ALEXANDER RODRIGUEZ CRUZ.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA";TÉCNICO/ACADEMICO;"AGROPECUARIO,ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11";"EDUCACIÓN TRADICIONAL";"";"";"";3;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedrrincongrande_caqueza@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25279;FOMEQUE;225279000040;INSTITUCIÓN EDUCATIVA RURAL DEPARTAMENTAL SAN LORENZO;VEREDA SAN LORENZO;3246464109;YANCY ADRIANA MOLANO AGUDELO;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,FIN DE SEMANA";TÉCNICO/ACADEMICO;"OTRO,ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"POST PRIMARIA,MEDIA RURAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL";"";"";"";5;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedrsanlorenzo_fomeque@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25281;FOSCA;125281000303;INSTITUCION EDUCATIVA DEPARTAMENTAL DE DESARROLLO RURAL;SECTOR LA MESITA;3208255500;JAIRO ENRIQUE GUERRA CABRERA.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,FIN DE SEMANA";TÉCNICO;"AGROPECUARIO";RECONOCIMIENTO OFICIAL;"-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL";"";"";"";16;ANTIGUO-ACTIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";iedrdesarrollo_fosca@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25339;GUTIÉRREZ;125339000261;INSTITUCION EDUCATIVA DEPARTAMENTAL GUTIERREZ;CALLE 9 NO 6A-93.;3138219746 - 3134630851;JIMMY ALEXANDER ORJUELA LASSO.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA,PRIMERA INFANCIA";"MAÑANA,ÚNICA,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,POST PRIMARIA,MEDIA RURAL,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,TELESECUNDARIA,SAT";"";"";"";24;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedgutierrez_gutierrez@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25120;CABRERA;225120000219;ESCUELA RURAL LA PLAYA;VEREDA LA PLAYA;00000000;MARY LUZ BAQUERO ROMERO;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";00000000
CUNDINAMARCA;25;CUNDINAMARCA;25120;CABRERA;225120000596;ESCUELA SANTA MARIA;VDA STA RITA;0000000;ESERLEY CAICEDO MORA;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";
CUNDINAMARCA;25;CUNDINAMARCA;25120;CABRERA;225120000464;VEREDA ALTO ARIARI;ALTO ARIARI;0000000;MARCIA NORELY REYES BELTRAN;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";
CUNDINAMARCA;25;CUNDINAMARCA;25649;SAN BERNARDO;225649000273;ESCUELA RURAL LA NIÑA MARÍA;QUECOS;8086180;;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;;NO;A;"";"";DF
CUNDINAMARCA;25;CUNDINAMARCA;25649;SAN BERNARDO;211850000701;COLEGIO RUR MANUELA BELTRAN EL PILAR (CED);CORREGIMIENTO SAN JUAN DE SUMAPAZ;2306819;RUTH MARIELA SANABRIA TAUTIVA;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";cedmanuelabeltran20@redp.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25506;VENECIA;225506000051;ESCUELA RURAL QUEBRADAGRANDE;QUEBRADAGRANDE;8681208;CESAR ANTONIO BAQUERO BAQUERO;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";ceanbaba@yahoo.es
CUNDINAMARCA;25;CUNDINAMARCA;25430;MADRID;125430001415;INSTITUCION EDUCATIVA DEPARTAMENTAL MARIA TERESA ORTIZ NUEVA;KR 20 1 10 SUR ;3214908781 - 3232812490;MARLEN OMAIRA CALLEJAS CASTAÑEDA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,TARDE";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11";"EDUCACIÓN TRADICIONAL";"";"";"";4;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedmariateresaortiz_madrid@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25430;MADRID;225430000014;INSTITUCION EDUCATIVA DEPARTAMENTAL SAN PATRICIO PUENTE DE PIEDRA;CARRERA 5 NO. 4-11;3106971905 - 3142885858;FRANCISCO ISNARDO RODRIGUEZ GARCIA.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL";"";"";"";8;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedpuentedepiedra_madrid@secundinamarca.edu.co secretaria.academica@iedsanpatricio.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25214;COTA;425214000181;INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO  PARCELAS;VEREDA PARCELAS.;3123566637;OSCAR EDUARDO PINZON PEDRAZA.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,23";"EDUCACIÓN TRADICIONAL";"TALENTO EN ARTES Y/O LETRAS";"";"";5;ANTIGUO-ACTIVO;OFICIAL;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";iedparcelas_cota@secundinamarca.edu.co iedinstitutoparcelas@gmail.com
CUNDINAMARCA;25;CUNDINAMARCA;25402;LA VEGA;225402000220;CENTRO EDUCATIVO MINAS;VEREDA MINAS;8458765;GUILLERMO MANRIQUE LOPEZ;CENTRO EDUCATIVO;"";OFICIAL;MIXTO;"";"";"";NO APLICA;"";SIN REVISAR;"";"";"";"";"";0;CIERRE DEFINITIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";WWW.ALCALDIALAVEG@GOV.CO
CUNDINAMARCA;25;CUNDINAMARCA;25489;NIMAIMA;125489000447;INSTITUCION EDUCATIVA DEPARTAMENTAL CACIQUE ANAMAY;CASCO URBANO;3214282144-3138327628-3218834288;ALEJANDRO LEON PEÑA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA,RURAL";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,FIN DE SEMANA";TÉCNICO/ACADEMICO;"INDUSTRIAL,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL";"";"";"";9;ANTIGUO-ACTIVO;EDUCACION MISIONAL CONTRATADA;EDUCACION MISIONAL CONTRATADA;NO APLICA;NO;A;"";"";iedcaciqueanamay_nimaima@secundinamarca.edu.co caciqueanamay@gmail.com 
CUNDINAMARCA;25;CUNDINAMARCA;25394;LA PALMA;125394000512;INSTITUCION EDUCATIVA DEPARTAMENTAL CALIXTO GAITAN;CL 9 2 A 25 ;3132527204;ODILIA CONSTANZA ROMERO GALINDO.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,FIN DE SEMANA";TÉCNICO/ACADEMICO;"OTRO,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21";"A CRECER,EDUCACIÓN TRADICIONAL";"";"";"";3;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedcalixtogaitan@secundinamarca.edu.co alberto8510@live.com 
CUNDINAMARCA;25;CUNDINAMARCA;25513;PACHO;125513000950;INSTITUCION EDUCATIVA DEPARTAMENTAL PIO XII;CALLE 7 NO 20 60;8540168 -3138347902;HECTOR HORACIO TELLEZ GOMEZ.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,NOCTURNA,TARDE,FIN DE SEMANA";TÉCNICO/ACADEMICO;"OTRO,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,SER";"";"";"";11;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedpioxii_pacho@secundinamarca.edu.co hectorhtellezg@gmail.com 
CUNDINAMARCA;25;CUNDINAMARCA;25653;SAN CAYETANO;125653000305;INSTITUCIÓN EDUCATIVA DEPARTAMENTAL INTEGRADO SAN CAYETANO;CENTRO;3008280279 ;BORIS ALDRIN ESCALLON PAEZ.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,NOCTURNA,FIN DE SEMANA";TÉCNICO/ACADEMICO;"COMERCIAL,ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,POST PRIMARIA,EDUCACIÓN TRADICIONAL";"";"";"";23;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedintegradosancayetano_sancayetano@secundinamarca.edu.co 
CUNDINAMARCA;25;CUNDINAMARCA;25823;TOPAIPÍ;125823000291;INSTITUCION EDUCATIVA DEPARTAMENTAL DE TOPAIPI;TOPAIPI CENTRO;3102546112;JOSE YAVETH VARGAS DAZA.;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,ÚNICA,FIN DE SEMANA";ACADÉMICO;"ACADÉMICA";RECONOCIMIENTO OFICIAL;"0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL";"";"";"";8;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedtopaipi_topaipi@secundinamarca.edu.co
CUNDINAMARCA;25;CUNDINAMARCA;25295;GACHANCIPÁ;125295000110;INSTITUCION EDUCATIVA DEPARTAMENTAL PBRO. CARLOS GARAVITO A.;CALLE 6  NO 1 32;8578403-3228407236-3133154392;ALFONSO ENRIQUE RIVERA ROCHA;INSTITUCION EDUCATIVA;"";OFICIAL;MIXTO;"RURAL,URBANA";"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA";"MAÑANA,COMPLETA,ÚNICA,NOCTURNA,FIN DE SEMANA";TÉCNICO/ACADEMICO;"COMERCIAL,ACADÉMICA";RECONOCIMIENTO OFICIAL;"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26";"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL";"";"";"";10;ANTIGUO-ACTIVO;OFICIAL;OFICIAL;NO APLICA;NO;A;"";"";iedcarlosgaravito_gachancipa@secundinamarca.edu.co
